name,rating,review_count,address,cuisine,price,yelp_url
TenderFix by Noah Schnapp,1.0,1,"Davis, CA 95618","['Fast Food', 'Food Delivery Services', 'Sandwiches']",Unknown,https://www.yelp.com/biz/GTqdUdpi5No1_FjBIGQc3w
Shah's Halal Food - UC Davis Silo,4.2,19,"420 Hutchison Dr, Davis, CA 95616","['Halal', 'Falafel', 'Food Trucks']",Unknown,https://www.yelp.com/biz/u5F54HVpG_O7Zp1CNYHUtQ
Pardon My Cheesesteak,0.0,0,"1745 Cowell Blvd, Davis, CA 95618","['Food Delivery Services', 'Cheesesteaks']",Unknown,https://www.yelp.com/biz/U0iLMFfVOgbD5ImguE-J8w
TOGO'S Sandwiches,3.4,75,"1411 West Covell Blvd, Ste 105, Davis, CA 95616","['Sandwiches', 'Fast Food', 'Salad']",$,https://www.yelp.com/biz/ZvGsEfPuMudrW3aJqXtqyw
Zacapa Papusas Y Mas,4.5,2,"2002 Lyndell Ter, Davis, CA 95616","['Food Trucks', 'Salvadoran']",Unknown,https://www.yelp.com/biz/rY_9r01IRpL7XNlJ9Y1r3w
KFC,1.7,196,"1617 Research Park Dr, Davis, CA 95616","['Fast Food', 'Chicken Wings', 'Chicken Shop']",$,https://www.yelp.com/biz/AUHx-4tdXdf11DAdZLMsyw
Mandalay Express,5.0,1,"1 Shields Ave, Davis, CA 95616",['Vietnamese'],Unknown,https://www.yelp.com/biz/Q-xi4tE6xAynn9WR-t4_2w
Star Ginger Food Truck,2.6,51,"Davis, CA 95616","['Street Vendors', 'Sandwiches']",$,https://www.yelp.com/biz/NPkKsr7qIBygOLyPOJXrdw
Tercero Dining Commons,2.8,25,"La Rue Rd Dairy Rd, Davis, CA 95616",['Cafeteria'],$$,https://www.yelp.com/biz/_wjkxTLOHmrQn9HB_4yzZA
Carl's Jr,2.8,38,"1701 Cowell Blvd, Davis, CA 95681","['Fast Food', 'Burgers', 'Breakfast & Brunch']",$,https://www.yelp.com/biz/BSvAYxLB_X6F4Cw8AH-8ZQ
Westlake Market,4.5,67,"1260 Lake Blvd, Ste 101, Davis, CA 95616","['Grocery', 'Delis', 'Meat Shops']",$$,https://www.yelp.com/biz/chFvH4trh6dc_F95l08CEw
Little Caesars Pizza,2.8,56,"1340 E Covell Blvd, Unit 103, Davis, CA 95616","['Pizza', 'Chicken Wings']",$,https://www.yelp.com/biz/k7Od-U59-QV3DS8YVLjDoQ
Scrubs Cafe,3.3,37,"976 Garrod Dr, Davis, CA 95616","['Coffee & Tea', 'Breakfast & Brunch', 'Burgers']",$,https://www.yelp.com/biz/t2slfCLuJ3Y3VLWaEcTz5w
Domino's Pizza,3.0,37,"4120 Chiles Rd, Davis, CA 95618","['Pizza', 'Chicken Wings', 'Sandwiches']",$,https://www.yelp.com/biz/pv6ifXufS9Oz7JWefvsXGw
Silo,2.8,36,"Unversity Of California, Hutchinson Dr, Davis, CA 95616",['Fast Food'],$,https://www.yelp.com/biz/GH7uWD_uuaFcGUVh7EQMxA
Coho South Cafe,3.2,20,"397 Hutchinson Dr, Davis, CA 95616","['Coffee & Tea', 'Sandwiches', 'Cafeteria']",$$,https://www.yelp.com/biz/WmddckMrJnulusgPrm6CgQ
Subway,2.3,28,"1300 E Covell Blvd, Ste C, Davis, CA 95616","['Fast Food', 'Sandwiches']",$,https://www.yelp.com/biz/zmGBV_69ppNxJzPq0n4njw
Native Chops,0.0,0,"216 F St, 56 B, Davis, CA 95616",['Chinese'],Unknown,https://www.yelp.com/biz/ovRKM_ah5Q--Ur44Bb-pnw
Swirlz Cafe,5.0,1,"1 Shields Ave, Davis, CA 95616","['Bakeries', 'Coffee & Tea', 'Salad']",Unknown,https://www.yelp.com/biz/4oK5kkzsDbNPmjemr8heOQ
Ciao,2.8,6,"1 Shields Ave, FL 1, Asucd Coffee House, Davis, CA 95616","['American', 'Fast Food', 'Coffee & Tea']",$,https://www.yelp.com/biz/MJbx5BdYiUFkQLb6rfKokw
Burger King,2.3,64,"2026 Lyndell Ter, Davis, CA 95616","['Fast Food', 'Burgers']",$,https://www.yelp.com/biz/vNjxfFdFh-tDha_6IU4RrA
ASUCD Coffee House Coho,3.7,178,"1 Shields Ave, Davis, CA 95616","['Coffee & Tea', 'Breakfast & Brunch', 'Tex-Mex']",$,https://www.yelp.com/biz/TraRlAy5trsa331IlfxreA
TxMx Grill,2.9,9,"1 Shields Ave, Davis, CA 95616","['Food Court', 'Mexican']",$,https://www.yelp.com/biz/Ts1LdZn-rYDateW8mQWu0A
Subway,2.7,23,"2014 Lyndell Ter, Ste B, Davis, CA 95616","['Fast Food', 'Sandwiches']",$,https://www.yelp.com/biz/u0l2Dt-pishIKqlofjXjcg
Taco Bell,2.1,99,"4811 Chiles Road, Davis, CA 95618","['Fast Food', 'Mexican']",$,https://www.yelp.com/biz/xJ3J-xzQk5WO6GQKHwZ0aQ
Subway,2.0,56,"757 Russell Blvd Space 29, Space 29, Davis, CA 95616","['Sandwiches', 'Fast Food']",$,https://www.yelp.com/biz/LKZIBQPiDGQOJxp8ZnPIMg
“ El rinconcito Garibaldi ” with rubio's catering,1.0,1,"Davis, CA 95616",['Mexican'],Unknown,https://www.yelp.com/biz/awWKsbiuS-70q5yDBqAjqQ
Croutons,3.0,4,"1 Shields Ave, Coho-ASUCD Coffee House, Davis, CA 95616","['Salad', 'Sandwiches']",$,https://www.yelp.com/biz/LZxj7oQ99IEQ2oxIxDcm2g
Crunck Corner,0.0,0,"233-299 W 14th St, Davis, CA 95616",['Italian'],Unknown,https://www.yelp.com/biz/MiEuT2oqK6Lt6FoVdRxNGA
Zaragoza Lounge,0.0,0,"Davis, CA 95618","['New American', 'Lounges']",Unknown,https://www.yelp.com/biz/5sHfTTvX8ZrCc1RDC4iF0Q
Lunch,0.0,0,"Davis, CA",['Greek'],Unknown,https://www.yelp.com/biz/61yDPjxh4KxEB7Wydl3RFw
Subway,2.7,40,"4748 Chiles Rd, Davis, CA 95618","['Sandwiches', 'Fast Food']",$,https://www.yelp.com/biz/eDDrdCCv3_xclRgz7WmlDg
Wheel House Café,0.0,0,"1801 Oak Ave, Davis, CA 95616",['Cafes'],Unknown,https://www.yelp.com/biz/KjY_ZvDvtdDKscSNdNEwVQ
Oxford Circle Dining Common,0.0,0,"550 Oxford Cir, Davis, CA 95616",['Diners'],Unknown,https://www.yelp.com/biz/0o8c3Pg7cP1RomI8YIcPew
